id,brand,model,year,miles,city_mileage,highway_mileage,horsepower,torque,engine_capacity_litre,fuel_capacity,num_cylinder,num_seat,num_owners,price,link,condition,type,doors,wheel_drive,engine_type,speed_levels,front_headroom,front_legroom,rear_headroom,rear_legroom,service_records
47,Honda,Civic,2019,27440,32,42,174,162,1.5,12.4,4,5,1,22476,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=654752823&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing,,sedan,4,2,gas,6,37.5,42.3,36.8,37.4,13
48,Honda,Accord,2020,59090,30,38,192,192,1.5,14.8,4,5,1,21988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=657736857&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing,,sedan,4,2,gas,6,39.5,42.3,37.3,40.4,1
49,Honda,Civic,2019,47715,30,38,158,138,2,12.4,4,5,1,22988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662804142&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,6,39.3,42.3,37.1,37.4,1
50,Volkswagen,Passat,2020,9495,23,34,174,206,2,18.5,4,5,1,22999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664544331&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,6,38.3,42.4,37.8,39.1,10
51,Volkswagen,Jetta,2019,13721,30,40,147,184,1.4,13.2,4,5,1,21680,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669367138&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,8,38.5,41.1,37.2,37.4,5
52,Honda,Civic,2018,72827,31,40,158,138,2,12.4,4,5,1,17488,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662485707&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,6,39.3,42.3,37.1,37.4,5
53,Hyundai,Sonata,2019,33412,23,32,245,260,2,18.5,4,5,1,22493,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665844939&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,8,40.4,45.5,38,35.6,10
54,Hyundai,Elantra SE,2020,13830,30,40,147,132,2,14,4,5,1,21999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666186429&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,6,40.3,42.2,37.3,35.7,6
55,Ford,Fusion,2019,23507,20,29,245,275,2,14,4,5,1,21591,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667981989&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,6,39.2,44.3,37.8,38.3,11
56,Hyundai,Elantra SE,2020,11296,30,40,147,132,2,14,4,5,1,19542,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668766357&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing,,sedan,4,2,gas,6,40.3,42.2,37.3,35.7,7
57,Honda,Accord,2018,82729,30,38,192,192,1.5,14.8,4,5,1,19403,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=660392894&vehicleStyleCodes=SEDAN&city=Bellevue&state=WA&zip=98007&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fsedan%2Fbellevue-wa-98007%3FsearchRadius%3D50%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,,sedan,4,2,gas,6,39.5,42.3,37.3,40.4,9
