id;satisfaction_level;last_evaluation;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;salary;num_project;depto
2245;0,72;0,56;176;2;0;0;0;medium;4;hr
2246;0,53;0,75;192;6;0;0;0;medium;6;hr
2247;0,67;0,85;160;4;0;0;0;medium;3;hr
2248;0,78;0,8;194;2;1;0;0;medium;4;technical
2249;0,53;0,75;239;2;1;0;0;medium;4;technical
2250;0,9;0,48;204;3;0;0;0;medium;4;technical
2251;0,16;0,9;258;3;0;0;0;medium;5;technical
2252;0,62;0,38;257;3;0;0;0;medium;3;technical
2253;0,62;0,98;137;3;0;0;0;medium;4;technical
2254;0,22;0,52;175;4;0;0;0;medium;6;technical
2255;0,91;0,82;183;3;0;0;0;medium;3;technical
2256;0,87;0,74;190;4;0;0;0;medium;4;technical
2257;0,95;0,69;225;2;0;0;0;high;3;technical
2258;0,99;0,75;215;3;0;0;0;low;3;technical
2259;0,99;0,57;176;4;1;0;0;medium;3;support
2260;0,77;0,99;153;3;1;0;0;medium;4;support
2261;0,75;0,68;150;2;1;0;0;medium;3;support
2262;0,83;0,54;259;5;0;0;0;medium;4;support
2263;0,61;0,39;99;2;0;0;0;low;3;support
2264;0,91;0,97;167;2;0;0;0;low;3;support
2265;0,47;0,64;192;3;0;0;0;low;3;support
2266;0,77;0,61;146;3;0;0;0;low;5;support
2267;0,55;0,51;190;3;0;0;0;low;3;support
2268;0,32;0,48;246;3;0;0;0;low;5;support
2269;0,96;0,67;190;3;0;0;0;low;6;support
2270;0,72;0,79;260;2;0;0;0;low;5;technical
2271;0,8;0,9;136;3;0;0;0;low;4;technical
2272;0,61;0,55;231;3;0;0;0;low;4;technical
2273;0,97;0,88;204;2;0;0;0;low;3;management
2274;0,63;0,93;201;3;0;0;0;low;4;IT
2275;0,92;0,92;159;3;0;0;0;low;3;IT
2276;0,94;0,74;171;3;0;0;0;low;5;IT
2277;0,79;0,72;240;4;0;0;0;low;6;IT
2278;0,75;0,73;152;4;0;0;0;low;2;IT
2279;0,78;0,99;151;3;1;0;0;low;3;product_mng
2280;0,96;0,45;232;2;1;0;0;low;6;product_mng
2281;0,65;0,68;128;5;0;0;0;low;4;product_mng
2282;0,18;0,94;187;6;1;0;0;low;3;product_mng
2283;0,94;0,51;160;2;0;0;0;low;3;IT
2284;0,84;0,79;259;3;0;0;0;medium;4;RandD
2285;0,67;0,54;136;2;0;0;0;medium;2;RandD
2286;0,71;0,5;253;3;0;0;0;medium;4;RandD
2287;0,56;0,64;260;3;0;0;0;medium;3;RandD
2288;0,29;0,56;231;6;0;0;0;medium;5;RandD
2289;0,47;0,9;101;2;1;0;0;medium;3;marketing
2290;0,4;0,69;174;3;0;0;0;medium;2;sales
2291;0,81;0,82;167;2;0;0;0;medium;4;accounting
2292;0,96;0,99;148;3;0;0;0;medium;3;support
2293;0,99;0,75;139;5;1;0;0;medium;6;technical
2294;0,75;0,77;136;3;0;0;0;medium;4;management
2295;0,75;0,74;153;2;0;0;0;medium;4;marketing
2296;1;0,86;161;2;0;0;0;high;4;marketing
2297;0,52;0,53;163;2;0;0;0;low;2;marketing
2298;0,98;0,74;164;3;0;0;0;medium;3;sales
2299;0,6;0,64;137;5;0;0;0;medium;2;sales
2300;0,38;0,44;137;3;0;0;0;medium;3;sales
2301;0,51;0,41;106;5;0;0;0;medium;6;sales
2302;0,91;0,61;272;2;0;0;0;low;2;sales
2303;0,56;0,62;238;3;0;0;0;low;5;sales
2304;0,58;0,69;223;4;0;0;0;low;4;sales
2305;0,51;0,53;201;2;0;0;0;low;3;sales
2306;0,91;0,55;97;4;0;0;0;low;6;sales
2307;0,8;0,98;232;6;1;0;0;low;2;sales
2308;0,55;0,83;199;3;0;0;0;low;4;sales
2309;0,62;0,53;141;3;0;0;0;low;3;sales
2310;0,62;0,6;171;2;0;0;0;low;3;sales
2311;0,87;0,58;212;3;0;0;0;low;4;sales
2312;0,65;0,5;270;2;0;0;0;low;5;sales
2313;0,51;0,64;267;2;0;0;0;low;3;sales
2314;0,98;0,77;134;2;1;0;0;low;3;sales
2315;0,13;0,43;165;5;0;0;0;low;4;sales
2316;0,78;0,76;168;4;1;0;0;low;5;sales
2317;0,6;0,98;262;2;0;0;0;low;3;accounting
2318;0,68;0,69;185;2;0;0;0;low;3;accounting
2319;0,55;0,84;237;3;0;0;0;low;3;accounting
2320;0,99;0,79;192;3;0;0;0;low;4;hr
2321;0,92;0,68;236;2;0;0;0;low;5;hr
2322;1;0,65;202;4;1;0;0;low;4;hr
2323;0,77;0,93;171;2;0;0;0;medium;4;hr
2324;0,86;0,7;160;3;0;0;0;medium;5;technical
2325;0,89;0,84;252;3;0;0;0;medium;2;technical
2326;0,58;0,55;206;3;0;0;0;medium;5;technical
2327;0,56;0,66;212;2;0;0;0;medium;3;technical
2328;0,38;0,64;111;3;0;0;0;medium;3;technical
2329;0,62;0,64;240;2;0;0;0;medium;3;technical
2330;0,66;0,77;171;2;0;0;0;medium;2;technical
2331;0,3;0,44;129;2;0;0;0;medium;3;technical
2332;0,82;0,83;271;2;0;0;0;medium;3;technical
2333;0,96;0,68;162;2;0;0;0;medium;4;technical
2334;0,66;0,95;191;3;0;0;0;medium;3;technical
2335;0,79;0,5;176;3;0;0;0;high;5;support
2336;0,97;0,77;182;2;1;0;0;low;3;support
2337;0,59;0,65;226;3;0;0;0;medium;3;support
2338;0,57;0,48;161;3;0;0;0;medium;4;support
2339;0,64;0,53;163;3;0;0;0;medium;4;support
2340;0,14;0,51;173;4;0;0;0;medium;5;support
2341;0,48;0,55;228;2;0;0;0;low;3;support
2342;0,78;1;139;3;0;0;0;low;3;support
2343;0,96;0,62;128;5;0;0;0;low;5;support
2344;0,82;0,97;115;2;1;0;0;low;3;support
2345;0,94;0,9;191;4;0;0;0;low;5;support
2346;0,95;0,66;183;3;0;0;0;low;4;technical
2347;0,59;0,43;173;3;0;0;0;low;3;technical
2348;0,69;0,89;174;2;0;0;0;low;4;technical
2349;0,74;0,72;213;3;0;0;0;low;3;management
2350;0,67;0,67;192;4;0;0;0;low;4;IT
2351;0,83;0,52;167;2;1;0;0;low;3;IT
2352;0,81;0,85;263;3;1;0;0;low;3;IT
2353;0,54;0,73;100;3;0;0;0;low;2;IT
2354;0,89;0,83;164;3;0;0;0;low;3;IT
2355;0,79;0,74;172;2;0;0;0;low;5;product_mng
2356;0,46;0,58;171;3;0;0;0;low;4;product_mng
2357;0,99;0,93;236;3;0;0;0;low;4;product_mng
2358;0,75;0,9;186;4;0;0;0;low;5;product_mng
2359;0,93;0,82;175;3;0;0;0;low;4;IT
2360;0,65;0,6;227;3;0;0;0;low;5;RandD
2361;0,19;0,63;142;6;0;0;0;low;4;RandD
2362;0,48;0,61;121;2;0;0;0;medium;2;RandD
2363;0,95;0,64;234;3;0;0;0;medium;5;RandD
2364;0,92;0,77;185;3;0;0;0;medium;4;RandD
2365;0,84;0,54;160;3;0;0;0;medium;4;marketing
2366;0,37;0,63;153;3;1;0;0;medium;4;sales
2367;0,22;0,74;199;6;0;0;0;medium;3;accounting
2368;0,64;0,54;166;2;0;0;0;medium;3;support
2369;0,72;0,88;247;3;0;0;0;medium;2;technical
2370;0,48;0,69;245;3;0;0;0;medium;4;management
2371;0,12;0,55;242;4;0;0;0;medium;5;marketing
2372;0,78;0,98;158;2;0;0;0;medium;5;marketing
2373;0,71;0,74;163;3;1;0;0;medium;3;marketing
2374;0,38;0,69;99;3;1;0;0;high;3;sales
2375;0,57;0,85;164;3;0;0;0;low;4;sales
2376;0,72;0,51;160;3;0;0;0;medium;3;sales
2377;0,6;0,57;184;3;0;0;0;medium;2;sales
2378;0,61;0,55;266;2;0;0;0;medium;5;sales
2379;0,67;0,64;190;2;0;0;0;medium;4;sales
2380;0,97;0,97;192;2;0;0;0;low;5;sales
2381;0,22;0,6;205;6;1;0;0;low;3;sales
2382;0,15;0,53;205;5;1;0;0;low;4;sales
2383;0,6;0,6;258;3;0;0;0;low;3;sales
2384;0,15;0,8;151;2;1;0;0;low;5;sales
2385;0,5;0,81;148;2;0;0;0;low;3;sales
2386;0,9;0,67;179;2;0;0;0;low;3;sales
2387;0,84;0,51;141;2;1;0;0;low;6;sales
2388;0,74;0,78;216;2;0;0;0;low;5;sales
2389;0,72;0,51;235;2;0;0;0;low;3;sales
2390;0,93;0,63;160;4;1;0;0;low;3;sales
2391;0,54;0,69;141;4;0;0;0;low;3;sales
2392;0,87;0,65;246;2;1;0;0;low;4;sales
2393;0,19;0,98;226;4;1;0;0;low;5;accounting
2394;0,33;0,4;212;2;1;0;0;low;4;accounting
2395;0,94;0,93;220;3;0;0;0;low;4;accounting
2396;0,77;0,49;266;2;0;0;0;low;4;hr
2397;0,48;0,82;183;2;0;0;0;low;3;hr
2398;0,7;0,74;263;3;1;0;0;low;5;hr
2399;0,54;0,93;161;4;1;0;0;low;4;hr
2400;0,61;0,98;199;2;0;0;0;low;4;technical
2401;0,97;0,4;258;4;1;0;0;medium;4;technical
2402;0,6;0,85;209;2;1;0;0;medium;3;technical
2403;0,93;0,84;135;3;0;0;0;medium;5;technical
2404;0,48;0,69;222;2;0;0;0;medium;4;technical
2405;0,16;0,76;192;3;0;0;0;medium;5;technical
2406;0,18;0,75;250;3;0;0;0;medium;3;technical
2407;0,84;0,75;187;3;1;0;0;medium;3;technical
2408;0,69;0,63;217;3;0;0;0;medium;4;technical
2409;0,22;0,88;213;3;1;0;0;medium;4;technical
2410;0,83;0,52;273;3;0;0;0;medium;4;technical
2411;0,58;0,5;132;3;0;0;0;medium;2;support
2412;0,61;0,62;140;3;1;0;0;medium;4;support
2413;0,67;0,5;173;2;1;0;0;high;4;support
2414;0,56;0,76;189;2;0;0;0;low;4;support
2415;0,74;0,74;156;3;0;0;0;medium;3;support
2416;0,92;0,97;238;5;1;0;0;medium;4;support
2417;0,81;0,68;230;2;0;0;0;medium;5;support
2418;0,48;0,49;242;2;1;0;0;medium;4;support
2419;0,73;0,72;197;3;0;0;0;low;4;support
2420;0,97;0,66;164;5;0;0;0;low;6;support
2421;0,15;0,51;248;5;0;0;0;low;6;support
2422;0,69;0,76;255;6;0;0;0;low;5;technical
2423;0,61;0,68;225;4;0;0;0;low;5;technical
2424;0,86;0,58;151;2;0;0;0;low;3;technical
2425;0,55;0,88;252;3;0;0;0;low;4;management
2426;0,9;0,74;206;4;1;0;0;low;4;IT
2427;0,65;0,4;141;2;0;0;0;low;2;IT
2428;0,81;0,92;259;3;0;0;0;low;5;IT
2429;0,65;0,86;250;3;0;0;0;low;5;IT
2430;0,47;0,86;169;6;0;0;0;low;4;IT
2431;0,93;0,53;200;3;1;0;0;low;3;product_mng
2432;0,77;0,9;104;5;0;0;0;low;4;product_mng
2433;0,87;0,82;176;3;0;0;0;low;6;product_mng
2434;0,87;0,84;137;2;0;0;0;low;5;product_mng
2435;0,65;0,75;151;3;0;0;0;low;2;IT
2436;0,21;0,7;130;6;1;0;0;low;6;RandD
2437;0,75;0,59;199;2;0;0;0;low;4;RandD
2438;0,72;0,86;191;2;0;0;0;low;4;RandD
2439;0,88;0,63;273;3;1;0;0;low;3;RandD
2440;0,66;0,58;205;3;0;0;0;medium;3;RandD
2441;0,8;0,75;181;3;0;0;0;medium;3;marketing
2442;0,22;0,55;261;3;1;0;0;medium;4;sales
2443;0,92;0,69;192;3;0;0;0;medium;3;accounting
2444;0,54;0,77;271;3;0;0;0;medium;4;support
2445;0,91;0,56;158;3;0;0;0;medium;4;technical
2446;0,77;0,83;231;2;0;0;0;medium;4;management
2447;0,61;0,51;156;3;1;0;0;medium;3;marketing
2448;0,48;0,9;201;4;0;0;0;medium;4;marketing
2449;0,25;0,69;187;4;0;0;0;medium;3;marketing
2450;0,91;0,7;132;4;0;0;0;medium;3;sales
2451;0,72;0,58;147;3;1;0;0;medium;5;sales
2452;0,77;0,71;223;3;0;0;0;high;4;sales
2453;0,41;0,4;194;2;0;0;0;low;2;sales
2454;0,51;0,49;234;2;0;0;0;medium;4;sales
2455;0,72;0,79;149;3;0;0;0;medium;3;sales
2456;0,47;0,57;162;3;1;0;0;medium;3;sales
2457;0,53;0,67;238;2;0;0;0;medium;4;sales
2458;0,65;0,52;149;3;0;0;0;low;5;sales
2459;0,18;0,75;170;5;0;0;0;low;4;sales
2460;0,61;0,48;250;2;0;0;0;low;3;sales
2461;0,86;0,72;167;2;0;0;0;low;4;sales
2462;0,14;0,77;166;5;0;0;0;low;4;sales
2463;0,63;0,8;205;2;0;0;0;low;3;sales
2464;0,79;0,57;250;3;0;0;0;low;3;sales
2465;0,78;0,97;142;3;0;0;0;low;4;sales
2466;0,14;0,52;217;6;0;0;0;low;4;sales
2467;0,85;0,54;139;3;0;0;0;low;3;sales
2468;0,85;0,75;139;3;0;0;0;low;4;sales
2469;0,91;0,76;152;3;0;0;0;low;5;accounting
2470;0,76;0,74;224;2;0;0;0;low;3;accounting
2471;0,62;0,72;180;3;0;0;0;low;5;accounting
2472;0,53;0,69;216;2;0;0;0;low;4;hr
2473;0,97;0,63;133;3;0;0;0;low;3;hr
2474;0,48;0,53;271;3;0;0;0;low;4;hr
2475;0,5;0,55;148;3;1;0;0;low;4;hr
2476;0,32;0,42;99;4;0;0;0;low;2;technical
2477;0,58;0,77;196;2;1;0;0;low;4;technical
2478;0,81;0,83;196;2;0;0;0;low;3;technical
2479;0,48;0,84;228;3;0;0;0;medium;4;technical
2480;0,96;0,88;165;2;0;0;0;medium;4;technical
2481;0,56;0,9;235;2;0;0;0;medium;3;technical
2482;0,63;0,96;167;2;0;0;0;medium;4;technical
2483;0,21;0,5;255;5;0;0;0;medium;5;technical
2484;0,94;0,78;184;3;1;0;0;medium;3;technical
2485;0,94;0,89;239;3;0;0;0;medium;4;technical
2486;0,96;0,54;153;2;0;0;0;medium;3;technical
2487;0,49;0,5;187;5;1;0;0;medium;4;support
2488;0,82;0,68;285;2;0;0;0;medium;2;support
2489;0,6;0,5;274;3;0;0;0;medium;3;support
2490;0,76;0,5;156;3;1;0;0;medium;3;support
2491;0,69;0,64;265;2;1;0;0;high;5;support
2492;1;0,94;144;3;0;0;0;low;4;support
2493;0,62;0,66;143;3;0;0;0;medium;4;support
2494;0,4;0,99;214;6;1;0;0;medium;4;support
2495;0,94;0,91;163;3;0;0;0;medium;3;support
2496;0,76;0,84;236;4;0;0;0;medium;4;support
2497;0,58;0,69;146;4;0;0;0;low;3;support
2498;0,85;0,78;106;2;0;0;0;low;4;technical
2499;0,45;0,52;105;3;0;0;0;low;2;technical
2500;0,13;0,67;181;4;0;0;0;low;3;technical
2501;0,24;0,5;174;4;0;0;0;low;5;management
2502;0,64;0,69;207;2;1;0;0;low;3;IT
2503;0,63;0,61;118;2;0;0;0;low;6;IT
2504;0,61;0,99;251;2;0;0;0;low;4;IT
2505;0,71;0,99;136;3;0;0;0;low;2;IT
2506;0,9;0,89;249;3;1;0;0;low;5;IT
2507;0,17;0,76;171;5;0;0;0;low;4;product_mng
2508;0,93;0,97;256;2;1;0;0;low;3;product_mng
2509;0,83;0,89;141;3;1;0;0;low;5;product_mng
2510;0,58;0,75;186;2;0;0;0;low;4;product_mng
2511;0,76;0,5;258;3;0;0;0;low;3;IT
2512;0,5;0,78;228;2;0;0;0;low;3;RandD
2513;0,22;0,81;205;4;0;0;0;low;5;RandD
2514;0,9;0,88;174;3;0;0;0;low;4;RandD
2515;0,7;0,63;155;4;1;0;0;low;3;RandD
2516;0,73;0,85;245;3;0;0;0;low;5;RandD
2517;0,84;0,87;271;3;0;0;0;low;3;marketing
2518;0,55;0,63;184;4;0;0;0;medium;5;marketing
2519;0,63;0,98;175;2;0;0;0;medium;4;sales
2520;0,51;0,92;224;3;0;0;0;medium;3;accounting
2521;0,81;0,76;177;3;0;0;0;medium;4;support
2522;0,8;0,96;268;3;0;0;0;medium;4;technical
2523;0,99;0,97;208;3;0;0;0;medium;4;management
2524;0,9;0,87;219;2;0;0;0;medium;5;marketing
2525;0,65;0,67;128;5;0;0;0;medium;5;marketing
2526;0,75;0,75;273;3;0;0;0;medium;3;marketing
2527;0,62;0,49;218;4;0;0;0;medium;4;sales
2528;0,61;0,63;230;3;0;0;0;medium;5;sales
2529;0,24;0,6;195;5;0;0;0;medium;4;sales
2530;0,71;0,63;254;3;1;0;0;high;3;sales
2531;0,49;0,8;275;2;0;0;0;low;2;sales
2532;0,44;0,66;162;2;0;0;0;medium;3;sales
2533;0,75;0,87;193;3;0;0;0;medium;4;sales
2534;0,74;0,84;239;4;0;0;0;medium;3;sales
2535;0,62;0,87;149;3;0;0;0;medium;5;sales
2536;0,51;0,58;155;3;0;0;0;low;3;sales
2537;0,61;0,59;271;2;0;0;0;low;5;sales
2538;0,56;0,49;163;3;0;0;0;low;5;sales
2539;0,79;0,76;160;3;0;0;0;low;3;sales
2540;0,68;0,75;274;5;0;0;0;low;6;sales
2541;0,9;0,84;199;3;0;0;0;low;2;sales
2542;0,83;0,93;241;3;0;0;0;low;5;sales
2543;0,94;0,82;187;3;0;0;0;low;3;sales
2544;0,21;0,65;223;3;1;0;0;low;5;sales
2545;0,58;0,87;268;2;0;0;0;low;3;sales
2546;0,52;0,38;169;3;0;0;0;low;6;accounting
2547;0,18;0,67;285;5;0;0;0;low;5;accounting
2548;0,94;0,91;254;3;0;0;0;low;5;accounting
2549;0,69;0,5;208;4;0;0;0;low;3;hr
2550;0,65;0,83;218;3;0;0;0;low;4;hr
2551;0,46;0,62;187;3;0;0;0;low;2;hr
2552;0,72;0,62;256;3;0;0;0;low;4;hr
2553;0,3;0,37;278;3;0;0;0;low;6;technical
2554;0,51;0,51;204;2;0;0;0;low;4;technical
2555;0,43;0,75;108;2;0;0;0;low;3;technical
2556;0,56;0,94;226;2;0;0;0;low;3;technical
2557;0,63;0,91;246;3;0;0;0;medium;4;technical
2558;0,61;0,55;260;3;0;0;0;medium;5;technical
2559;0,53;0,73;248;2;0;0;0;medium;4;technical
2560;0,87;0,75;132;3;0;0;0;medium;3;technical
2561;0,68;0,7;185;4;0;0;0;medium;4;technical
2562;0,78;0,84;269;2;0;0;0;medium;3;technical
2563;0,49;0,95;156;2;0;0;0;medium;4;technical
2564;0,96;0,81;212;3;0;0;0;medium;3;support
2565;0,83;0,74;221;2;0;0;0;medium;3;support
2566;0,48;0,67;273;3;0;0;0;medium;5;support
2567;0,63;0,86;271;3;1;0;0;medium;4;support
2568;0,87;0,38;183;5;0;0;0;medium;4;support
2569;0,21;0,9;271;6;0;0;0;high;4;support
2570;0,79;0,58;165;3;0;0;0;low;5;support
2571;0,8;0,96;257;5;0;0;0;medium;3;support
2572;0,78;0,82;143;3;0;0;0;medium;4;support
2573;0,67;0,65;156;2;0;0;0;medium;5;support
2574;0,67;0,71;190;3;1;0;0;medium;3;support
2575;0,26;0,67;242;6;0;0;0;low;2;technical
2576;0,89;0,83;267;4;0;0;0;low;5;technical
2577;0,7;0,53;152;3;0;0;0;low;4;technical
2578;0,51;0,48;136;4;0;0;0;low;5;management
2579;0,53;0,88;157;3;0;0;0;low;3;IT
2580;0,76;0,51;281;3;0;0;0;low;4;IT
2581;0,86;0,93;208;2;0;0;0;low;5;IT
2582;0,63;0,96;152;3;0;0;0;low;5;IT
2583;0,58;0,86;271;3;0;0;0;low;5;IT
2584;0,58;0,83;163;3;1;0;0;low;4;product_mng
2585;0,9;0,82;136;3;0;0;0;low;4;product_mng
2586;0,79;0,57;233;2;0;0;0;low;4;product_mng
2587;0,8;0,74;221;4;0;0;0;low;4;product_mng
2588;0,53;0,65;189;2;1;0;0;low;2;IT
2589;0,52;0,84;226;3;0;0;0;low;2;RandD
2590;0,82;0,59;201;3;0;0;0;low;5;RandD
2591;0,68;0,9;133;4;0;0;0;low;2;RandD
2592;0,21;0,61;173;2;0;0;0;low;3;RandD
2593;0,81;0,5;152;3;1;0;0;low;4;RandD
2594;0,57;0,9;256;4;0;0;0;low;3;RandD
2595;0,99;0,72;119;2;1;0;0;low;3;marketing
2596;0,9;1;207;3;0;0;0;medium;4;sales
2597;0,76;0,64;189;3;0;0;0;medium;3;accounting
2598;0,56;0,92;172;2;0;0;0;medium;4;support
2599;0,5;0,93;150;3;1;0;0;medium;6;technical
2600;0,48;0,89;179;3;0;0;0;medium;5;management
2601;0,99;0,97;257;2;0;0;0;medium;3;marketing
2602;0,76;0,8;229;2;0;0;0;medium;5;marketing
2603;0,93;0,97;227;3;0;0;0;medium;4;marketing
2604;0,99;0,78;140;3;0;0;0;medium;4;sales
2605;0,85;0,78;251;3;0;0;0;medium;4;sales
2606;0,63;0,95;137;3;0;0;0;medium;4;sales
2607;0,63;0,78;153;3;1;0;0;medium;3;sales
2608;0,5;0,65;242;3;0;0;0;high;5;sales
2609;0,52;0,57;150;3;0;0;0;low;3;sales
2610;0,63;0,99;247;3;0;0;0;medium;3;sales
2611;0,78;0,5;212;2;0;0;0;medium;4;sales
2612;0,98;0,53;234;3;0;0;0;medium;3;sales
2613;0,14;1;174;5;0;0;0;medium;5;sales
2614;0,7;0,9;225;2;0;0;0;low;3;sales
2615;0,88;0,6;224;2;0;0;0;low;4;sales
2616;0,72;0,62;270;4;0;0;0;low;3;sales
2617;0,88;0,51;139;3;0;0;0;low;4;sales
2618;0,71;0,51;248;4;0;0;0;low;3;sales
2619;0,6;0,85;172;2;0;0;0;low;3;sales
2620;0,88;0,86;224;3;1;0;0;low;4;sales
2621;0,55;0,72;232;4;0;0;0;low;5;sales
2622;0,85;0,55;260;2;1;0;0;low;4;sales
2623;0,84;0,51;117;4;0;0;0;low;2;accounting
2624;0,91;0,61;243;2;1;0;0;low;4;accounting
2625;0,82;0,62;202;2;0;0;0;low;4;accounting
2626;0,6;0,91;168;4;0;0;0;low;2;hr
2627;0,89;0,71;194;3;0;0;0;low;5;hr
2628;0,6;0,97;219;4;1;0;0;low;4;hr
2629;0,64;0,52;207;3;0;0;0;low;4;hr
2630;0,93;0,88;177;3;0;0;0;low;4;technical
2631;0,81;0,99;239;2;1;0;0;low;3;technical
2632;0,31;0,49;165;3;1;0;0;low;4;technical
2633;0,68;0,69;225;2;0;0;0;low;4;technical
2634;0,78;0,59;212;2;0;0;0;low;3;technical
2635;0,44;0,42;159;4;0;0;0;medium;4;technical
2636;0,64;0,93;233;2;1;0;0;medium;4;technical
2637;0,81;0,63;108;6;0;0;0;medium;4;technical
2638;0,5;0,49;214;3;0;0;0;medium;3;technical
2639;0,69;0,61;229;3;0;0;0;medium;5;technical
2640;0,77;0,75;223;3;0;0;0;medium;4;technical
2641;0,69;0,56;178;3;0;0;0;medium;4;support
2642;0,87;0,68;246;2;0;0;0;medium;4;support
2643;0,85;0,91;145;3;0;0;0;medium;4;support
2644;0,83;0,83;224;4;0;0;0;medium;4;support
2645;0,68;0,51;259;3;0;0;0;medium;3;support
2646;0,78;0,65;207;2;0;0;0;medium;4;support
2647;0,78;0,89;253;3;0;0;0;high;3;support
2648;0,93;0,68;196;2;1;0;0;low;4;support
2649;0,54;0,75;240;3;0;0;0;medium;3;support
2650;0,76;0,56;255;3;0;0;0;medium;3;support
2651;0,4;0,72;139;2;0;0;0;medium;3;support
2652;0,73;0,81;168;2;0;0;0;medium;3;technical
2653;0,86;0,98;233;3;0;0;0;low;5;technical
2654;0,38;0,68;211;6;0;0;0;low;5;technical
2655;0,71;0,48;114;3;0;0;0;low;5;management
2656;0,58;0,97;202;2;0;0;0;low;5;IT
2657;0,67;0,59;177;3;1;0;0;low;3;IT
2658;0,55;0,76;233;4;0;0;0;low;4;IT
2659;0,76;0,98;111;2;0;0;0;low;2;IT
2660;0,7;0,82;178;3;0;0;0;low;3;IT
2661;0,66;0,46;204;4;0;0;0;low;4;product_mng
2662;0,96;0,72;272;3;0;0;0;low;3;product_mng
2663;0,6;0,77;157;4;0;0;0;low;4;product_mng
2664;0,54;0,94;229;3;1;0;0;low;5;product_mng
2665;0,85;0,9;202;3;0;0;0;low;5;IT
2666;0,96;0,84;264;3;0;0;0;low;3;RandD
2667;0,86;0,62;256;3;1;0;0;low;3;RandD
2668;0,53;0,87;151;2;0;0;0;low;3;RandD
2669;0,91;0,95;251;3;0;0;0;low;3;RandD
2670;0,33;0,7;271;4;0;0;0;low;5;RandD
2671;0,75;0,73;274;2;0;0;0;low;4;RandD
2672;0,97;0,8;169;3;0;0;0;low;3;marketing
2673;0,68;0,51;176;4;1;0;0;low;4;sales
2674;0,68;0,7;168;2;0;0;0;medium;5;accounting
2675;0,57;0,87;171;2;0;0;0;medium;4;support
2676;0,87;0,9;214;3;0;0;0;medium;4;technical
2677;0,5;0,91;224;2;1;0;0;medium;5;management
2678;0,76;0,59;191;4;0;0;0;medium;3;marketing
2679;0,79;0,61;96;4;0;0;0;medium;5;marketing
2680;0,17;0,9;217;6;1;0;0;medium;6;marketing
2681;0,6;0,62;135;2;1;0;0;medium;4;sales
2682;0,89;0,67;226;3;0;0;0;medium;3;sales
2683;0,69;0,87;202;2;0;0;0;medium;3;sales
2684;0,68;0,85;180;6;0;0;0;medium;2;sales
2685;0,61;0,87;174;4;0;0;0;medium;5;sales
2686;0,63;0,5;140;2;0;0;0;high;3;sales
2687;0,5;0,96;147;3;0;0;0;low;4;sales
2688;0,49;0,74;263;3;1;0;0;medium;2;sales
2689;0,83;0,55;261;5;0;0;0;medium;5;sales
2690;0,59;0,71;176;2;1;0;0;medium;2;sales
2691;0,75;0,93;98;5;0;0;0;medium;2;sales
2692;0,66;0,48;192;3;1;0;0;low;3;sales
2693;0,68;0,51;157;3;0;0;0;low;4;sales
2694;0,73;0,58;230;3;0;0;0;low;5;sales
2695;0,98;0,53;192;2;1;0;0;low;4;sales
2696;0,86;0,65;161;3;0;0;0;low;3;sales
2697;0,5;0,55;176;3;0;0;0;low;3;sales
2698;0,76;0,76;216;3;0;0;0;low;3;sales
2699;0,3;0,47;176;2;0;0;0;low;4;sales
2700;0,3;0,86;276;5;1;0;0;low;3;accounting
2701;0,64;0,59;174;3;1;0;0;low;3;accounting
2702;0,59;0,75;106;2;0;0;0;low;3;accounting
2703;0,85;0,63;154;3;0;0;0;low;4;hr
2704;0,76;0,93;271;5;0;0;0;low;3;hr
2705;0,63;0,5;246;2;0;0;0;low;5;hr
2706;0,65;0,86;264;2;1;0;0;low;4;hr
2707;0,43;0,68;197;2;0;0;0;low;3;technical
2708;0,83;0,56;165;2;0;0;0;low;4;technical
2709;0,49;0,77;218;2;0;0;0;low;4;technical
2710;0,67;0,73;203;2;0;0;0;low;3;technical
2711;0,9;0,47;107;6;1;0;0;low;2;technical
2712;0,83;0,96;179;2;0;0;0;low;3;technical
2713;0,92;0,84;264;3;0;0;0;medium;5;technical
2714;0,83;0,7;154;3;0;0;0;medium;5;technical
2715;0,64;0,55;167;3;1;0;0;medium;4;technical
2716;0,93;0,97;158;3;1;0;0;medium;4;technical
2717;0,6;0,87;227;3;1;0;0;medium;4;technical
2718;0,74;0,69;230;2;0;0;0;medium;3;support
2719;0,56;0,75;143;5;0;0;0;medium;5;support
2720;0,61;0,77;142;3;0;0;0;medium;4;support
2721;0,63;0,62;184;4;0;0;0;medium;4;support
2722;0,24;0,62;169;4;0;0;0;medium;5;support
2723;0,17;0,56;218;4;1;0;0;medium;5;support
2724;0,46;0,64;121;3;0;0;0;medium;2;support
2725;0,68;0,48;251;4;0;0;0;high;4;support
2726;0,68;0,6;192;6;0;0;0;low;2;support
2727;0,16;0,71;227;5;0;0;0;medium;6;support
2728;0,15;0,56;140;5;0;0;0;medium;6;support
2729;0,55;0,49;152;2;0;0;0;medium;3;technical
2730;0,72;0,66;202;4;0;0;0;medium;4;technical
2731;0,91;0,89;219;4;0;0;0;low;2;technical
2732;0,3;0,91;248;4;0;0;0;low;4;management
2733;0,56;0,68;203;2;0;0;0;low;5;IT
